,year,rnd,type,team,tm_pts,opp_team,op_pts,venue,tm,op,hvar,lr,tm_var,outcome,state
11365,1998,R1,reg_season,Melbourne,61,Fremantle,84,Subiaco,ME,FR,23,0,-23,L,WA
11365,1998,R1,reg_season,Fremantle,84,Melbourne,61,Subiaco,FR,ME,23,1,23,W,WA
11366,1998,R2,reg_season,Collingwood,56,West Coast,116,Subiaco,CO,WC,60,0,-60,L,WA
11366,1998,R2,reg_season,West Coast,116,Collingwood,56,Subiaco,WC,CO,60,1,60,W,WA
11367,1998,R2,reg_season,Geelong,99,Richmond,80,Kardinia Park,GE,RI,19,1,19,W,VIC
11367,1998,R2,reg_season,Richmond,80,Geelong,99,Kardinia Park,RI,GE,19,0,-19,L,VIC
11368,1998,R2,reg_season,Hawthorn,67,Port Adelaide,112,Waverley Park,HA,PA,-45,1,-45,L,VIC
11368,1998,R2,reg_season,Port Adelaide,112,Hawthorn,67,Waverley Park,PA,HA,-45,0,45,W,VIC
11369,1998,R2,reg_season,Melbourne,125,North Melbourne,100,M.C.G.,ME,NM,25,1,25,W,VIC
11369,1998,R2,reg_season,North Melbourne,100,Melbourne,125,M.C.G.,NM,ME,25,0,-25,L,VIC
11370,1998,R2,reg_season,Brisbane,97,Sydney,135,S.C.G.,BR,SY,38,0,-38,L,NSW
11370,1998,R2,reg_season,Sydney,135,Brisbane,97,S.C.G.,SY,BR,38,1,38,W,NSW
11371,1998,R2,reg_season,Carlton,84,Western Bulldogs,140,Princes Park,CA,WB,56,0,-56,L,VIC
11371,1998,R2,reg_season,Western Bulldogs,140,Carlton,84,Princes Park,WB,CA,56,1,56,W,VIC
11372,1998,R2,reg_season,Essendon,182,St Kilda,93,M.C.G.,ES,SK,89,1,89,W,VIC
11372,1998,R2,reg_season,St Kilda,93,Essendon,182,M.C.G.,SK,ES,89,0,-89,L,VIC
11373,1998,R2,reg_season,Adelaide,167,Fremantle,74,Football Park,AD,FR,93,1,93,W,SA
11373,1998,R2,reg_season,Fremantle,74,Adelaide,167,Football Park,FR,AD,93,0,-93,L,SA
11374,1998,R3,reg_season,Collingwood,85,Western Bulldogs,119,Princes Park,CO,WB,34,0,-34,L,VIC
11374,1998,R3,reg_season,Western Bulldogs,119,Collingwood,85,Princes Park,WB,CO,34,1,34,W,VIC
11375,1998,R3,reg_season,Hawthorn,97,Richmond,103,M.C.G.,HA,RI,6,0,-6,L,VIC
11375,1998,R3,reg_season,Richmond,103,Hawthorn,97,M.C.G.,RI,HA,6,1,6,W,VIC
11376,1998,R3,reg_season,North Melbourne,98,Port Adelaide,69,Football Park,NM,PA,-29,0,29,W,SA
11376,1998,R3,reg_season,Port Adelaide,69,North Melbourne,98,Football Park,PA,NM,-29,1,-29,L,SA
11377,1998,R3,reg_season,Adelaide,60,St Kilda,82,Waverley Park,AD,SK,22,0,-22,L,VIC
11377,1998,R3,reg_season,St Kilda,82,Adelaide,60,Waverley Park,SK,AD,22,1,22,W,VIC
11378,1998,R3,reg_season,Geelong,57,Sydney,160,S.C.G.,GE,SY,103,0,-103,L,NSW
11378,1998,R3,reg_season,Sydney,160,Geelong,57,S.C.G.,SY,GE,103,1,103,W,NSW
11379,1998,R3,reg_season,West Coast,94,Fremantle,67,Subiaco,WC,FR,-27,0,27,W,WA
11379,1998,R3,reg_season,Fremantle,67,West Coast,94,Subiaco,FR,WC,-27,1,-27,L,WA
11380,1998,R3,reg_season,Carlton,98,Essendon,99,M.C.G.,CA,ES,-1,1,-1,L,VIC
11380,1998,R3,reg_season,Essendon,99,Carlton,98,M.C.G.,ES,CA,-1,0,1,W,VIC
11381,1998,R3,reg_season,Melbourne,100,Brisbane,87,Gabba,ME,BR,-13,0,13,W,QLD
11381,1998,R3,reg_season,Brisbane,87,Melbourne,100,Gabba,BR,ME,-13,1,-13,L,QLD
11382,1998,R4,reg_season,Collingwood,133,Richmond,88,M.C.G.,CO,RI,45,1,45,W,VIC
11382,1998,R4,reg_season,Richmond,88,Collingwood,133,M.C.G.,RI,CO,45,0,-45,L,VIC
11383,1998,R4,reg_season,Geelong,79,Western Bulldogs,94,Kardinia Park,GE,WB,-15,1,-15,L,VIC
11383,1998,R4,reg_season,Western Bulldogs,94,Geelong,79,Kardinia Park,WB,GE,-15,0,15,W,VIC
11384,1998,R4,reg_season,Hawthorn,121,St Kilda,129,Waverley Park,HA,SK,-8,1,-8,L,VIC
11384,1998,R4,reg_season,St Kilda,129,Hawthorn,121,Waverley Park,SK,HA,-8,0,8,W,VIC
11385,1998,R4,reg_season,Sydney,118,West Coast,99,W.A.C.A.,SY,WC,-19,0,19,W,WA
11385,1998,R4,reg_season,West Coast,99,Sydney,118,W.A.C.A.,WC,SY,-19,1,-19,L,WA
11386,1998,R4,reg_season,Melbourne,72,Carlton,70,Princes Park,ME,CA,-2,0,2,W,VIC
11386,1998,R4,reg_season,Carlton,70,Melbourne,72,Princes Park,CA,ME,-2,1,-2,L,VIC
11387,1998,R4,reg_season,Fremantle,100,Essendon,76,Waverley Park,FR,ES,-24,0,24,W,VIC
11387,1998,R4,reg_season,Essendon,76,Fremantle,100,Waverley Park,ES,FR,-24,1,-24,L,VIC
11388,1998,R4,reg_season,Brisbane,120,North Melbourne,137,M.C.G.,BR,NM,17,0,-17,L,VIC
11388,1998,R4,reg_season,North Melbourne,137,Brisbane,120,M.C.G.,NM,BR,17,1,17,W,VIC
11389,1998,R4,reg_season,Adelaide,64,Port Adelaide,73,Football Park,AD,PA,9,0,-9,L,SA
11389,1998,R4,reg_season,Port Adelaide,73,Adelaide,64,Football Park,PA,AD,9,1,9,W,SA
11390,1998,R5,reg_season,West Coast,71,Richmond,86,M.C.G.,WC,RI,15,0,-15,L,VIC
11390,1998,R5,reg_season,Richmond,86,West Coast,71,M.C.G.,RI,WC,15,1,15,W,VIC
11391,1998,R5,reg_season,Brisbane,83,Hawthorn,124,Waverley Park,BR,HA,41,0,-41,L,VIC
11391,1998,R5,reg_season,Hawthorn,124,Brisbane,83,Waverley Park,HA,BR,41,1,41,W,VIC
11392,1998,R5,reg_season,Essendon,88,Collingwood,108,M.C.G.,ES,CO,20,0,-20,L,VIC
11392,1998,R5,reg_season,Collingwood,108,Essendon,88,M.C.G.,CO,ES,20,1,20,W,VIC
11393,1998,R5,reg_season,Fremantle,104,North Melbourne,87,W.A.C.A.,FR,NM,17,1,17,W,WA
11393,1998,R5,reg_season,North Melbourne,87,Fremantle,104,W.A.C.A.,NM,FR,17,0,-17,L,WA
11394,1998,R5,reg_season,St Kilda,88,Carlton,66,Waverley Park,SK,CA,22,1,22,W,VIC
11394,1998,R5,reg_season,Carlton,66,St Kilda,88,Waverley Park,CA,SK,22,0,-22,L,VIC
11395,1998,R5,reg_season,Port Adelaide,53,Melbourne,102,M.C.G.,PA,ME,49,0,-49,L,VIC
11395,1998,R5,reg_season,Melbourne,102,Port Adelaide,53,M.C.G.,ME,PA,49,1,49,W,VIC
11396,1998,R5,reg_season,Western Bulldogs,83,Sydney,99,S.C.G.,WB,SY,16,0,-16,L,NSW
11396,1998,R5,reg_season,Sydney,99,Western Bulldogs,83,S.C.G.,SY,WB,16,1,16,W,NSW
11397,1998,R5,reg_season,Geelong,61,Adelaide,87,Football Park,GE,AD,26,0,-26,L,SA
11397,1998,R5,reg_season,Adelaide,87,Geelong,61,Football Park,AD,GE,26,1,26,W,SA
11398,1998,R6,reg_season,Brisbane,86,Richmond,51,Gabba,BR,RI,35,1,35,W,QLD
11398,1998,R6,reg_season,Richmond,51,Brisbane,86,Gabba,RI,BR,35,0,-35,L,QLD
11399,1998,R6,reg_season,Essendon,89,Western Bulldogs,97,Princes Park,ES,WB,8,0,-8,L,VIC
11399,1998,R6,reg_season,Western Bulldogs,97,Essendon,89,Princes Park,WB,ES,8,1,8,W,VIC
11400,1998,R6,reg_season,Geelong,90,Hawthorn,73,Kardinia Park,GE,HA,17,1,17,W,VIC
11400,1998,R6,reg_season,Hawthorn,73,Geelong,90,Kardinia Park,HA,GE,17,0,-17,L,VIC
11401,1998,R6,reg_season,Carlton,67,Collingwood,96,M.C.G.,CA,CO,-29,1,-29,L,VIC
11401,1998,R6,reg_season,Collingwood,96,Carlton,67,M.C.G.,CO,CA,-29,0,29,W,VIC
11402,1998,R6,reg_season,Fremantle,60,Port Adelaide,96,Football Park,FR,PA,36,0,-36,L,SA
11402,1998,R6,reg_season,Port Adelaide,96,Fremantle,60,Football Park,PA,FR,36,1,36,W,SA
11403,1998,R6,reg_season,North Melbourne,106,Adelaide,102,M.C.G.,NM,AD,4,1,4,W,VIC
11403,1998,R6,reg_season,Adelaide,102,North Melbourne,106,M.C.G.,AD,NM,4,0,-4,L,VIC
11404,1998,R6,reg_season,Sydney,61,Melbourne,80,S.C.G.,SY,ME,-19,1,-19,L,NSW
11404,1998,R6,reg_season,Melbourne,80,Sydney,61,S.C.G.,ME,SY,-19,0,19,W,NSW
11405,1998,R6,reg_season,West Coast,119,St Kilda,121,Subiaco,WC,SK,-2,1,-2,L,WA
11405,1998,R6,reg_season,St Kilda,121,West Coast,119,Subiaco,SK,WC,-2,0,2,W,WA
11406,1998,R7,reg_season,Collingwood,79,Sydney,115,M.C.G.,CO,SY,-36,1,-36,L,VIC
11406,1998,R7,reg_season,Sydney,115,Collingwood,79,M.C.G.,SY,CO,-36,0,36,W,VIC
11407,1998,R7,reg_season,Fremantle,57,Hawthorn,99,W.A.C.A.,FR,HA,-42,1,-42,L,WA
11407,1998,R7,reg_season,Hawthorn,99,Fremantle,57,W.A.C.A.,HA,FR,-42,0,42,W,WA
11408,1998,R7,reg_season,Port Adelaide,165,Carlton,76,Princes Park,PA,CA,-89,0,89,W,VIC
11408,1998,R7,reg_season,Carlton,76,Port Adelaide,165,Princes Park,CA,PA,-89,1,-89,L,VIC
11409,1998,R7,reg_season,Brisbane,99,St Kilda,82,Waverley Park,BR,SK,-17,0,17,W,VIC
11409,1998,R7,reg_season,St Kilda,82,Brisbane,99,Waverley Park,SK,BR,-17,1,-17,L,VIC
11410,1998,R7,reg_season,Geelong,79,Essendon,70,M.C.G.,GE,ES,-9,0,9,W,VIC
11410,1998,R7,reg_season,Essendon,70,Geelong,79,M.C.G.,ES,GE,-9,1,-9,L,VIC
11411,1998,R7,reg_season,Adelaide,79,West Coast,71,Football Park,AD,WC,8,1,8,W,SA
11411,1998,R7,reg_season,West Coast,71,Adelaide,79,Football Park,WC,AD,8,0,-8,L,SA
11412,1998,R7,reg_season,Western Bulldogs,111,North Melbourne,83,Princes Park,WB,NM,28,1,28,W,VIC
11412,1998,R7,reg_season,North Melbourne,83,Western Bulldogs,111,Princes Park,NM,WB,28,0,-28,L,VIC
11413,1998,R7,reg_season,Richmond,91,Melbourne,49,M.C.G.,RI,ME,42,1,42,W,VIC
11413,1998,R7,reg_season,Melbourne,49,Richmond,91,M.C.G.,ME,RI,42,0,-42,L,VIC
11414,1998,R8,reg_season,Essendon,84,Brisbane,70,M.C.G.,ES,BR,14,1,14,W,VIC
11414,1998,R8,reg_season,Brisbane,70,Essendon,84,M.C.G.,BR,ES,14,0,-14,L,VIC
11415,1998,R8,reg_season,Fremantle,54,Geelong,76,Kardinia Park,FR,GE,22,0,-22,L,VIC
11415,1998,R8,reg_season,Geelong,76,Fremantle,54,Kardinia Park,GE,FR,22,1,22,W,VIC
11416,1998,R8,reg_season,Sydney,95,North Melbourne,105,M.C.G.,SY,NM,10,0,-10,L,VIC
11416,1998,R8,reg_season,North Melbourne,105,Sydney,95,M.C.G.,NM,SY,10,1,10,W,VIC
11417,1998,R8,reg_season,Port Adelaide,45,St Kilda,72,Waverley Park,PA,SK,27,0,-27,L,VIC
11417,1998,R8,reg_season,St Kilda,72,Port Adelaide,45,Waverley Park,SK,PA,27,1,27,W,VIC
11418,1998,R8,reg_season,Collingwood,111,Melbourne,114,M.C.G.,CO,ME,3,0,-3,L,VIC
11418,1998,R8,reg_season,Melbourne,114,Collingwood,111,M.C.G.,ME,CO,3,1,3,W,VIC
11419,1998,R8,reg_season,Hawthorn,96,Western Bulldogs,136,Waverley Park,HA,WB,-40,1,-40,L,VIC
11419,1998,R8,reg_season,Western Bulldogs,136,Hawthorn,96,Waverley Park,WB,HA,-40,0,40,W,VIC
11420,1998,R8,reg_season,Richmond,92,Adelaide,79,Football Park,RI,AD,-13,0,13,W,SA
11420,1998,R8,reg_season,Adelaide,79,Richmond,92,Football Park,AD,RI,-13,1,-13,L,SA
11421,1998,R8,reg_season,West Coast,92,Carlton,84,Subiaco,WC,CA,8,1,8,W,WA
11421,1998,R8,reg_season,Carlton,84,West Coast,92,Subiaco,CA,WC,8,0,-8,L,WA
11422,1998,R9,reg_season,Fremantle,105,St Kilda,90,W.A.C.A.,FR,SK,15,1,15,W,WA
11422,1998,R9,reg_season,St Kilda,90,Fremantle,105,W.A.C.A.,SK,FR,15,0,-15,L,WA
11423,1998,R9,reg_season,Carlton,74,North Melbourne,115,Princes Park,CA,NM,-41,1,-41,L,VIC
11423,1998,R9,reg_season,North Melbourne,115,Carlton,74,Princes Park,NM,CA,-41,0,41,W,VIC
11424,1998,R9,reg_season,Western Bulldogs,88,Richmond,75,Waverley Park,WB,RI,13,1,13,W,VIC
11424,1998,R9,reg_season,Richmond,75,Western Bulldogs,88,Waverley Park,RI,WB,13,0,-13,L,VIC
11425,1998,R9,reg_season,West Coast,65,Geelong,44,Kardinia Park,WC,GE,-21,0,21,W,VIC
11425,1998,R9,reg_season,Geelong,44,West Coast,65,Kardinia Park,GE,WC,-21,1,-21,L,VIC
11426,1998,R9,reg_season,Essendon,122,Melbourne,84,M.C.G.,ES,ME,-38,0,38,W,VIC
11426,1998,R9,reg_season,Melbourne,84,Essendon,122,M.C.G.,ME,ES,-38,1,-38,L,VIC
11427,1998,R9,reg_season,Adelaide,98,Brisbane,50,Gabba,AD,BR,-48,0,48,W,QLD
11427,1998,R9,reg_season,Brisbane,50,Adelaide,98,Gabba,BR,AD,-48,1,-48,L,QLD
11428,1998,R9,reg_season,Hawthorn,80,Sydney,117,S.C.G.,HA,SY,37,0,-37,L,NSW
11428,1998,R9,reg_season,Sydney,117,Hawthorn,80,S.C.G.,SY,HA,37,1,37,W,NSW
11429,1998,R9,reg_season,Collingwood,63,Port Adelaide,80,Football Park,CO,PA,17,0,-17,L,SA
11429,1998,R9,reg_season,Port Adelaide,80,Collingwood,63,Football Park,PA,CO,17,1,17,W,SA
11430,1998,R10,reg_season,West Coast,113,Western Bulldogs,100,W.A.C.A.,WC,WB,13,1,13,W,WA
11430,1998,R10,reg_season,Western Bulldogs,100,West Coast,113,W.A.C.A.,WB,WC,13,0,-13,L,WA
11431,1998,R10,reg_season,Carlton,111,Brisbane,87,Princes Park,CA,BR,24,1,24,W,VIC
11431,1998,R10,reg_season,Brisbane,87,Carlton,111,Princes Park,BR,CA,24,0,-24,L,VIC
11432,1998,R10,reg_season,Richmond,97,Port Adelaide,67,M.C.G.,RI,PA,30,1,30,W,VIC
11432,1998,R10,reg_season,Port Adelaide,67,Richmond,97,M.C.G.,PA,RI,30,0,-30,L,VIC
11433,1998,R10,reg_season,Essendon,93,Hawthorn,87,Waverley Park,ES,HA,-6,0,6,W,VIC
11433,1998,R10,reg_season,Hawthorn,87,Essendon,93,Waverley Park,HA,ES,-6,1,-6,L,VIC
11434,1998,R10,reg_season,St Kilda,154,Sydney,53,S.C.G.,SK,SY,-101,0,101,W,NSW
11434,1998,R10,reg_season,Sydney,53,St Kilda,154,S.C.G.,SY,SK,-101,1,-101,L,NSW
11435,1998,R10,reg_season,Fremantle,112,Collingwood,119,Victoria Park,FR,CO,7,0,-7,L,VIC
11435,1998,R10,reg_season,Collingwood,119,Fremantle,112,Victoria Park,CO,FR,7,1,7,W,VIC
11436,1998,R10,reg_season,North Melbourne,91,Geelong,114,M.C.G.,NM,GE,-23,1,-23,L,VIC
11436,1998,R10,reg_season,Geelong,114,North Melbourne,91,M.C.G.,GE,NM,-23,0,23,W,VIC
11437,1998,R10,reg_season,Adelaide,111,Melbourne,58,Football Park,AD,ME,53,1,53,W,SA
11437,1998,R10,reg_season,Melbourne,58,Adelaide,111,Football Park,ME,AD,53,0,-53,L,SA
11438,1998,R11,reg_season,Essendon,160,Sydney,100,M.C.G.,ES,SY,60,1,60,W,VIC
11438,1998,R11,reg_season,Sydney,100,Essendon,160,M.C.G.,SY,ES,60,0,-60,L,VIC
11439,1998,R11,reg_season,Hawthorn,70,Melbourne,117,Waverley Park,HA,ME,-47,1,-47,L,VIC
11439,1998,R11,reg_season,Melbourne,117,Hawthorn,70,Waverley Park,ME,HA,-47,0,47,W,VIC
11440,1998,R11,reg_season,Carlton,63,Geelong,80,M.C.G.,CA,GE,17,0,-17,L,VIC
11440,1998,R11,reg_season,Geelong,80,Carlton,63,M.C.G.,GE,CA,17,1,17,W,VIC
11441,1998,R11,reg_season,Port Adelaide,55,West Coast,57,Football Park,PA,WC,-2,1,-2,L,SA
11441,1998,R11,reg_season,West Coast,57,Port Adelaide,55,Football Park,WC,PA,-2,0,2,W,SA
11442,1998,R11,reg_season,Western Bulldogs,155,Adelaide,88,Princes Park,WB,AD,67,1,67,W,VIC
11442,1998,R11,reg_season,Adelaide,88,Western Bulldogs,155,Princes Park,AD,WB,67,0,-67,L,VIC
11443,1998,R11,reg_season,Brisbane,50,Fremantle,121,Subiaco,BR,FR,71,0,-71,L,WA
11443,1998,R11,reg_season,Fremantle,121,Brisbane,50,Subiaco,FR,BR,71,1,71,W,WA
11444,1998,R11,reg_season,North Melbourne,126,Collingwood,97,M.C.G.,NM,CO,29,1,29,W,VIC
11444,1998,R11,reg_season,Collingwood,97,North Melbourne,126,M.C.G.,CO,NM,29,0,-29,L,VIC
11445,1998,R11,reg_season,Richmond,110,St Kilda,137,Waverley Park,RI,SK,27,0,-27,L,VIC
11445,1998,R11,reg_season,St Kilda,137,Richmond,110,Waverley Park,SK,RI,27,1,27,W,VIC
11446,1998,R12,reg_season,West Coast,123,Hawthorn,108,W.A.C.A.,WC,HA,15,1,15,W,WA
11446,1998,R12,reg_season,Hawthorn,108,West Coast,123,W.A.C.A.,HA,WC,15,0,-15,L,WA
11447,1998,R12,reg_season,Sydney,74,Carlton,100,Princes Park,SY,CA,26,0,-26,L,VIC
11447,1998,R12,reg_season,Carlton,100,Sydney,74,Princes Park,CA,SY,26,1,26,W,VIC
11448,1998,R12,reg_season,Melbourne,46,Geelong,141,M.C.G.,ME,GE,-95,1,-95,L,VIC
11448,1998,R12,reg_season,Geelong,141,Melbourne,46,M.C.G.,GE,ME,-95,0,95,W,VIC
11449,1998,R12,reg_season,Adelaide,108,Essendon,106,Football Park,AD,ES,2,1,2,W,SA
11449,1998,R12,reg_season,Essendon,106,Adelaide,108,Football Park,ES,AD,2,0,-2,L,SA
11450,1998,R12,reg_season,St Kilda,117,Collingwood,82,Waverley Park,SK,CO,-35,0,35,W,VIC
11450,1998,R12,reg_season,Collingwood,82,St Kilda,117,Waverley Park,CO,SK,-35,1,-35,L,VIC
11451,1998,R12,reg_season,Western Bulldogs,122,Fremantle,96,Princes Park,WB,FR,26,1,26,W,VIC
11451,1998,R12,reg_season,Fremantle,96,Western Bulldogs,122,Princes Park,FR,WB,26,0,-26,L,VIC
11452,1998,R12,reg_season,Richmond,127,North Melbourne,92,M.C.G.,RI,NM,35,1,35,W,VIC
11452,1998,R12,reg_season,North Melbourne,92,Richmond,127,M.C.G.,NM,RI,35,0,-35,L,VIC
11453,1998,R12,reg_season,Port Adelaide,123,Brisbane,123,Gabba,PA,BR,0,0,0,D,QLD
11453,1998,R12,reg_season,Brisbane,123,Port Adelaide,123,Gabba,BR,PA,0,1,0,D,QLD
11454,1998,R13,reg_season,West Coast,83,Essendon,72,M.C.G.,WC,ES,-11,0,11,W,VIC
11454,1998,R13,reg_season,Essendon,72,West Coast,83,M.C.G.,ES,WC,-11,1,-11,L,VIC
11455,1998,R13,reg_season,Adelaide,79,Collingwood,70,M.C.G.,AD,CO,-9,0,9,W,VIC
11455,1998,R13,reg_season,Collingwood,70,Adelaide,79,M.C.G.,CO,AD,-9,1,-9,L,VIC
11456,1998,R13,reg_season,Brisbane,106,Geelong,80,Kardinia Park,BR,GE,-26,0,26,W,VIC
11456,1998,R13,reg_season,Geelong,80,Brisbane,106,Kardinia Park,GE,BR,-26,1,-26,L,VIC
11457,1998,R13,reg_season,North Melbourne,112,Hawthorn,114,Waverley Park,NM,HA,2,0,-2,L,VIC
11457,1998,R13,reg_season,Hawthorn,114,North Melbourne,112,Waverley Park,HA,NM,2,1,2,W,VIC
11458,1998,R13,reg_season,Western Bulldogs,39,Port Adelaide,73,Football Park,WB,PA,34,0,-34,L,SA
11458,1998,R13,reg_season,Port Adelaide,73,Western Bulldogs,39,Football Park,PA,WB,34,1,34,W,SA
11459,1998,R13,reg_season,St Kilda,127,Melbourne,42,M.C.G.,SK,ME,-85,0,85,W,VIC
11459,1998,R13,reg_season,Melbourne,42,St Kilda,127,M.C.G.,ME,SK,-85,1,-85,L,VIC
11460,1998,R13,reg_season,Richmond,91,Sydney,102,S.C.G.,RI,SY,11,0,-11,L,NSW
11460,1998,R13,reg_season,Sydney,102,Richmond,91,S.C.G.,SY,RI,11,1,11,W,NSW
11461,1998,R13,reg_season,Fremantle,76,Carlton,68,Subiaco,FR,CA,8,1,8,W,WA
11461,1998,R13,reg_season,Carlton,68,Fremantle,76,Subiaco,CA,FR,8,0,-8,L,WA
11462,1998,R14,reg_season,Essendon,109,North Melbourne,127,M.C.G.,ES,NM,18,0,-18,L,VIC
11462,1998,R14,reg_season,North Melbourne,127,Essendon,109,M.C.G.,NM,ES,18,1,18,W,VIC
11463,1998,R14,reg_season,Hawthorn,76,Carlton,92,Princes Park,HA,CA,16,0,-16,L,VIC
11463,1998,R14,reg_season,Carlton,92,Hawthorn,76,Princes Park,CA,HA,16,1,16,W,VIC
11464,1998,R14,reg_season,Western Bulldogs,72,St Kilda,87,Waverley Park,WB,SK,15,0,-15,L,VIC
11464,1998,R14,reg_season,St Kilda,87,Western Bulldogs,72,Waverley Park,SK,WB,15,1,15,W,VIC
11465,1998,R14,reg_season,Richmond,145,Fremantle,55,M.C.G.,RI,FR,90,1,90,W,VIC
11465,1998,R14,reg_season,Fremantle,55,Richmond,145,M.C.G.,FR,RI,90,0,-90,L,VIC
11466,1998,R14,reg_season,Geelong,73,Port Adelaide,91,Football Park,GE,PA,18,0,-18,L,SA
11466,1998,R14,reg_season,Port Adelaide,91,Geelong,73,Football Park,PA,GE,18,1,18,W,SA
11467,1998,R14,reg_season,Adelaide,124,Sydney,87,S.C.G.,AD,SY,-37,0,37,W,NSW
11467,1998,R14,reg_season,Sydney,87,Adelaide,124,S.C.G.,SY,AD,-37,1,-37,L,NSW
11468,1998,R14,reg_season,Collingwood,83,Brisbane,135,Gabba,CO,BR,52,0,-52,L,QLD
11468,1998,R14,reg_season,Brisbane,135,Collingwood,83,Gabba,BR,CO,52,1,52,W,QLD
11469,1998,R14,reg_season,West Coast,79,Melbourne,96,Subiaco,WC,ME,-17,1,-17,L,WA
11469,1998,R14,reg_season,Melbourne,96,West Coast,79,Subiaco,ME,WC,-17,0,17,W,WA
11470,1998,R15,reg_season,Richmond,132,Carlton,70,M.C.G.,RI,CA,62,1,62,W,VIC
11470,1998,R15,reg_season,Carlton,70,Richmond,132,M.C.G.,CA,RI,62,0,-62,L,VIC
11471,1998,R15,reg_season,Essendon,108,Port Adelaide,81,M.C.G.,ES,PA,27,1,27,W,VIC
11471,1998,R15,reg_season,Port Adelaide,81,Essendon,108,M.C.G.,PA,ES,27,0,-27,L,VIC
11472,1998,R15,reg_season,Melbourne,65,Western Bulldogs,83,Princes Park,ME,WB,18,0,-18,L,VIC
11472,1998,R15,reg_season,Western Bulldogs,83,Melbourne,65,Princes Park,WB,ME,18,1,18,W,VIC
11473,1998,R15,reg_season,North Melbourne,145,St Kilda,79,Waverley Park,NM,SK,-66,0,66,W,VIC
11473,1998,R15,reg_season,St Kilda,79,North Melbourne,145,Waverley Park,SK,NM,-66,1,-66,L,VIC
11474,1998,R15,reg_season,West Coast,76,Brisbane,49,Gabba,WC,BR,-27,0,27,W,QLD
11474,1998,R15,reg_season,Brisbane,49,West Coast,76,Gabba,BR,WC,-27,1,-27,L,QLD
11475,1998,R15,reg_season,Collingwood,71,Geelong,61,M.C.G.,CO,GE,10,1,10,W,VIC
11475,1998,R15,reg_season,Geelong,61,Collingwood,71,M.C.G.,GE,CO,10,0,-10,L,VIC
11476,1998,R15,reg_season,Hawthorn,35,Adelaide,68,Football Park,HA,AD,33,0,-33,L,SA
11476,1998,R15,reg_season,Adelaide,68,Hawthorn,35,Football Park,AD,HA,33,1,33,W,SA
11477,1998,R15,reg_season,Fremantle,69,Sydney,82,Subiaco,FR,SY,-13,1,-13,L,WA
11477,1998,R15,reg_season,Sydney,82,Fremantle,69,Subiaco,SY,FR,-13,0,13,W,WA
11478,1998,R16,reg_season,Adelaide,101,Carlton,105,Football Park,AD,CA,-4,1,-4,L,SA
11478,1998,R16,reg_season,Carlton,105,Adelaide,101,Football Park,CA,AD,-4,0,4,W,SA
11479,1998,R16,reg_season,Brisbane,86,Western Bulldogs,177,Princes Park,BR,WB,91,0,-91,L,VIC
11479,1998,R16,reg_season,Western Bulldogs,177,Brisbane,86,Princes Park,WB,BR,91,1,91,W,VIC
11480,1998,R16,reg_season,Melbourne,106,Fremantle,83,M.C.G.,ME,FR,23,1,23,W,VIC
11480,1998,R16,reg_season,Fremantle,83,Melbourne,106,M.C.G.,FR,ME,23,0,-23,L,VIC
11481,1998,R16,reg_season,St Kilda,100,Geelong,76,Kardinia Park,SK,GE,-24,0,24,W,VIC
11481,1998,R16,reg_season,Geelong,76,St Kilda,100,Kardinia Park,GE,SK,-24,1,-24,L,VIC
11482,1998,R16,reg_season,Collingwood,124,Hawthorn,38,Waverley Park,CO,HA,-86,0,86,W,VIC
11482,1998,R16,reg_season,Hawthorn,38,Collingwood,124,Waverley Park,HA,CO,-86,1,-86,L,VIC
11483,1998,R16,reg_season,Richmond,75,Essendon,94,M.C.G.,RI,ES,19,0,-19,L,VIC
11483,1998,R16,reg_season,Essendon,94,Richmond,75,M.C.G.,ES,RI,19,1,19,W,VIC
11484,1998,R16,reg_season,Sydney,118,Port Adelaide,84,S.C.G.,SY,PA,34,1,34,W,NSW
11484,1998,R16,reg_season,Port Adelaide,84,Sydney,118,S.C.G.,PA,SY,34,0,-34,L,NSW
11485,1998,R16,reg_season,West Coast,80,North Melbourne,94,Subiaco,WC,NM,-14,1,-14,L,WA
11485,1998,R16,reg_season,North Melbourne,94,West Coast,80,Subiaco,NM,WC,-14,0,14,W,WA
11486,1998,R17,reg_season,Fremantle,98,Adelaide,97,Subiaco,FR,AD,1,1,1,W,WA
11486,1998,R17,reg_season,Adelaide,97,Fremantle,98,Subiaco,AD,FR,1,0,-1,L,WA
11487,1998,R17,reg_season,Carlton,185,Western Bulldogs,105,Princes Park,CA,WB,80,1,80,W,VIC
11487,1998,R17,reg_season,Western Bulldogs,105,Carlton,185,Princes Park,WB,CA,80,0,-80,L,VIC
11488,1998,R17,reg_season,Collingwood,65,West Coast,86,Victoria Park,CO,WC,-21,1,-21,L,VIC
11488,1998,R17,reg_season,West Coast,86,Collingwood,65,Victoria Park,WC,CO,-21,0,21,W,VIC
11489,1998,R17,reg_season,North Melbourne,152,Melbourne,87,M.C.G.,NM,ME,65,1,65,W,VIC
11489,1998,R17,reg_season,Melbourne,87,North Melbourne,152,M.C.G.,ME,NM,65,0,-65,L,VIC
11490,1998,R17,reg_season,Port Adelaide,119,Hawthorn,98,Football Park,PA,HA,21,1,21,W,SA
11490,1998,R17,reg_season,Hawthorn,98,Port Adelaide,119,Football Park,HA,PA,21,0,-21,L,SA
