,year,rnd,type,team,tm_pts,opp_team,op_pts,venue,tm,op,hvar,lr,tm_var,outcome,state
128,1898,R17,reg_season,Collingwood,55,Melbourne,41,Victoria Park,CO,ME,14,1,14,W,VIC
128,1898,R17,reg_season,Melbourne,41,Collingwood,55,Victoria Park,ME,CO,14,0,-14,L,VIC
129,1898,R17,reg_season,Essendon,16,Fitzroy,45,Brunswick St,ES,FI,29,0,-29,L,VIC
129,1898,R17,reg_season,Fitzroy,45,Essendon,16,Brunswick St,FI,ES,29,1,29,W,VIC
130,1898,R17,reg_season,Geelong,102,St Kilda,27,Corio Oval,GE,SK,75,1,75,W,VIC
130,1898,R17,reg_season,St Kilda,27,Geelong,102,Corio Oval,SK,GE,75,0,-75,L,VIC
131,1898,SF,final,Fitzroy,22,Collingwood,11,Brunswick St,FI,CO,11,1,11,W,VIC
131,1898,SF,final,Collingwood,11,Fitzroy,22,Brunswick St,CO,FI,11,0,-11,L,VIC
132,1898,GF,final,Fitzroy,38,Essendon,23,Junction Oval,FI,ES,15,1,15,W,VIC
132,1898,GF,final,Essendon,23,Fitzroy,38,Junction Oval,ES,FI,15,0,-15,L,VIC
133,1899,R1,reg_season,Carlton,18,South Melbourne,73,Lake Oval,CA,SM,55,0,-55,L,VIC
133,1899,R1,reg_season,South Melbourne,73,Carlton,18,Lake Oval,SM,CA,55,1,55,W,VIC
134,1899,R1,reg_season,Geelong,54,Collingwood,27,Corio Oval,GE,CO,27,1,27,W,VIC
134,1899,R1,reg_season,Collingwood,27,Geelong,54,Corio Oval,CO,GE,27,0,-27,L,VIC
135,1899,R1,reg_season,Fitzroy,47,Essendon,9,Brunswick St,FI,ES,38,1,38,W,VIC
135,1899,R1,reg_season,Essendon,9,Fitzroy,47,Brunswick St,ES,FI,38,0,-38,L,VIC
136,1899,R1,reg_season,Melbourne,116,St Kilda,23,M.C.G.,ME,SK,93,1,93,W,VIC
136,1899,R1,reg_season,St Kilda,23,Melbourne,116,M.C.G.,SK,ME,93,0,-93,L,VIC
137,1899,R2,reg_season,Carlton,11,Geelong,36,Princes Park,CA,GE,-25,1,-25,L,VIC
137,1899,R2,reg_season,Geelong,36,Carlton,11,Princes Park,GE,CA,-25,0,25,W,VIC
138,1899,R2,reg_season,Melbourne,54,Collingwood,27,Victoria Park,ME,CO,-27,0,27,W,VIC
138,1899,R2,reg_season,Collingwood,27,Melbourne,54,Victoria Park,CO,ME,-27,1,-27,L,VIC
139,1899,R2,reg_season,Essendon,66,St Kilda,20,Junction Oval,ES,SK,-46,0,46,W,VIC
139,1899,R2,reg_season,St Kilda,20,Essendon,66,Junction Oval,SK,ES,-46,1,-46,L,VIC
140,1899,R2,reg_season,South Melbourne,38,Fitzroy,42,Lake Oval,SM,FI,-4,1,-4,L,VIC
140,1899,R2,reg_season,Fitzroy,42,South Melbourne,38,Lake Oval,FI,SM,-4,0,4,W,VIC
141,1899,R3,reg_season,St Kilda,18,Collingwood,87,Victoria Park,SK,CO,69,0,-69,L,VIC
141,1899,R3,reg_season,Collingwood,87,St Kilda,18,Victoria Park,CO,SK,69,1,69,W,VIC
142,1899,R3,reg_season,Carlton,19,Melbourne,45,Princes Park,CA,ME,-26,1,-26,L,VIC
142,1899,R3,reg_season,Melbourne,45,Carlton,19,Princes Park,ME,CA,-26,0,26,W,VIC
143,1899,R3,reg_season,Essendon,15,South Melbourne,9,East Melbourne,ES,SM,6,1,6,W,VIC
143,1899,R3,reg_season,South Melbourne,9,Essendon,15,East Melbourne,SM,ES,6,0,-6,L,VIC
144,1899,R3,reg_season,Geelong,8,Fitzroy,32,Corio Oval,GE,FI,-24,1,-24,L,VIC
144,1899,R3,reg_season,Fitzroy,32,Geelong,8,Corio Oval,FI,GE,-24,0,24,W,VIC
145,1899,R4,reg_season,Carlton,9,Essendon,48,East Melbourne,CA,ES,39,0,-39,L,VIC
145,1899,R4,reg_season,Essendon,48,Carlton,9,East Melbourne,ES,CA,39,1,39,W,VIC
146,1899,R4,reg_season,South Melbourne,22,Collingwood,29,Lake Oval,SM,CO,-7,1,-7,L,VIC
146,1899,R4,reg_season,Collingwood,29,South Melbourne,22,Lake Oval,CO,SM,-7,0,7,W,VIC
147,1899,R4,reg_season,St Kilda,33,Fitzroy,56,Brunswick St,SK,FI,23,0,-23,L,VIC
147,1899,R4,reg_season,Fitzroy,56,St Kilda,33,Brunswick St,FI,SK,23,1,23,W,VIC
148,1899,R4,reg_season,Melbourne,32,Geelong,27,M.C.G.,ME,GE,5,1,5,W,VIC
148,1899,R4,reg_season,Geelong,27,Melbourne,32,M.C.G.,GE,ME,5,0,-5,L,VIC
149,1899,R5,reg_season,Carlton,21,Collingwood,52,Princes Park,CA,CO,-31,1,-31,L,VIC
149,1899,R5,reg_season,Collingwood,52,Carlton,21,Princes Park,CO,CA,-31,0,31,W,VIC
150,1899,R5,reg_season,Geelong,28,Essendon,24,Corio Oval,GE,ES,4,1,4,W,VIC
150,1899,R5,reg_season,Essendon,24,Geelong,28,Corio Oval,ES,GE,4,0,-4,L,VIC
151,1899,R5,reg_season,Melbourne,35,Fitzroy,24,M.C.G.,ME,FI,11,1,11,W,VIC
151,1899,R5,reg_season,Fitzroy,24,Melbourne,35,M.C.G.,FI,ME,11,0,-11,L,VIC
152,1899,R5,reg_season,St Kilda,33,South Melbourne,70,Junction Oval,SK,SM,-37,1,-37,L,VIC
152,1899,R5,reg_season,South Melbourne,70,St Kilda,33,Junction Oval,SM,SK,-37,0,37,W,VIC
153,1899,R6,reg_season,St Kilda,29,Carlton,31,Junction Oval,SK,CA,-2,1,-2,L,VIC
153,1899,R6,reg_season,Carlton,31,St Kilda,29,Junction Oval,CA,SK,-2,0,2,W,VIC
154,1899,R6,reg_season,Collingwood,13,Fitzroy,35,Victoria Park,CO,FI,-22,1,-22,L,VIC
154,1899,R6,reg_season,Fitzroy,35,Collingwood,13,Victoria Park,FI,CO,-22,0,22,W,VIC
155,1899,R6,reg_season,Melbourne,16,Essendon,30,East Melbourne,ME,ES,14,0,-14,L,VIC
155,1899,R6,reg_season,Essendon,30,Melbourne,16,East Melbourne,ES,ME,14,1,14,W,VIC
156,1899,R6,reg_season,Geelong,19,South Melbourne,35,Lake Oval,GE,SM,16,0,-16,L,VIC
156,1899,R6,reg_season,South Melbourne,35,Geelong,19,Lake Oval,SM,GE,16,1,16,W,VIC
157,1899,R7,reg_season,Fitzroy,45,Carlton,13,Brunswick St,FI,CA,32,1,32,W,VIC
157,1899,R7,reg_season,Carlton,13,Fitzroy,45,Brunswick St,CA,FI,32,0,-32,L,VIC
158,1899,R7,reg_season,Essendon,28,Collingwood,48,Victoria Park,ES,CO,20,0,-20,L,VIC
158,1899,R7,reg_season,Collingwood,48,Essendon,28,Victoria Park,CO,ES,20,1,20,W,VIC
159,1899,R7,reg_season,Geelong,78,St Kilda,31,Junction Oval,GE,SK,-47,0,47,W,VIC
159,1899,R7,reg_season,St Kilda,31,Geelong,78,Junction Oval,SK,GE,-47,1,-47,L,VIC
160,1899,R7,reg_season,South Melbourne,43,Melbourne,50,M.C.G.,SM,ME,7,0,-7,L,VIC
160,1899,R7,reg_season,Melbourne,50,South Melbourne,43,M.C.G.,ME,SM,7,1,7,W,VIC
161,1899,R8,reg_season,Carlton,24,South Melbourne,5,Princes Park,CA,SM,19,1,19,W,VIC
161,1899,R8,reg_season,South Melbourne,5,Carlton,24,Princes Park,SM,CA,19,0,-19,L,VIC
162,1899,R8,reg_season,Geelong,61,Collingwood,20,Victoria Park,GE,CO,-41,0,41,W,VIC
162,1899,R8,reg_season,Collingwood,20,Geelong,61,Victoria Park,CO,GE,-41,1,-41,L,VIC
163,1899,R8,reg_season,Essendon,51,Fitzroy,63,East Melbourne,ES,FI,-12,1,-12,L,VIC
163,1899,R8,reg_season,Fitzroy,63,Essendon,51,East Melbourne,FI,ES,-12,0,12,W,VIC
164,1899,R8,reg_season,St Kilda,20,Melbourne,37,Junction Oval,SK,ME,-17,1,-17,L,VIC
164,1899,R8,reg_season,Melbourne,37,St Kilda,20,Junction Oval,ME,SK,-17,0,17,W,VIC
165,1899,R9,reg_season,Geelong,63,Carlton,33,Corio Oval,GE,CA,30,1,30,W,VIC
165,1899,R9,reg_season,Carlton,33,Geelong,63,Corio Oval,CA,GE,30,0,-30,L,VIC
166,1899,R9,reg_season,Collingwood,21,Melbourne,13,M.C.G.,CO,ME,-8,0,8,W,VIC
166,1899,R9,reg_season,Melbourne,13,Collingwood,21,M.C.G.,ME,CO,-8,1,-8,L,VIC
167,1899,R9,reg_season,Essendon,85,St Kilda,6,East Melbourne,ES,SK,79,1,79,W,VIC
167,1899,R9,reg_season,St Kilda,6,Essendon,85,East Melbourne,SK,ES,79,0,-79,L,VIC
168,1899,R9,reg_season,South Melbourne,29,Fitzroy,62,Brunswick St,SM,FI,33,0,-33,L,VIC
168,1899,R9,reg_season,Fitzroy,62,South Melbourne,29,Brunswick St,FI,SM,33,1,33,W,VIC
169,1899,R10,reg_season,Melbourne,54,Carlton,22,M.C.G.,ME,CA,32,1,32,W,VIC
169,1899,R10,reg_season,Carlton,22,Melbourne,54,M.C.G.,CA,ME,32,0,-32,L,VIC
170,1899,R10,reg_season,St Kilda,11,Collingwood,94,Junction Oval,SK,CO,-83,1,-83,L,VIC
170,1899,R10,reg_season,Collingwood,94,St Kilda,11,Junction Oval,CO,SK,-83,0,83,W,VIC
171,1899,R10,reg_season,South Melbourne,35,Essendon,51,Lake Oval,SM,ES,-16,1,-16,L,VIC
171,1899,R10,reg_season,Essendon,51,South Melbourne,35,Lake Oval,ES,SM,-16,0,16,W,VIC
172,1899,R10,reg_season,Fitzroy,23,Geelong,58,Brunswick St,FI,GE,-35,1,-35,L,VIC
172,1899,R10,reg_season,Geelong,58,Fitzroy,23,Brunswick St,GE,FI,-35,0,35,W,VIC
173,1899,R11,reg_season,Carlton,26,Essendon,57,Princes Park,CA,ES,-31,1,-31,L,VIC
173,1899,R11,reg_season,Essendon,57,Carlton,26,Princes Park,ES,CA,-31,0,31,W,VIC
174,1899,R11,reg_season,South Melbourne,36,Collingwood,39,Victoria Park,SM,CO,3,0,-3,L,VIC
174,1899,R11,reg_season,Collingwood,39,South Melbourne,36,Victoria Park,CO,SM,3,1,3,W,VIC
175,1899,R11,reg_season,Fitzroy,84,St Kilda,30,Junction Oval,FI,SK,-54,0,54,W,VIC
175,1899,R11,reg_season,St Kilda,30,Fitzroy,84,Junction Oval,SK,FI,-54,1,-54,L,VIC
176,1899,R11,reg_season,Melbourne,22,Geelong,36,Corio Oval,ME,GE,14,0,-14,L,VIC
176,1899,R11,reg_season,Geelong,36,Melbourne,22,Corio Oval,GE,ME,14,1,14,W,VIC
177,1899,R12,reg_season,Carlton,27,Collingwood,43,Victoria Park,CA,CO,16,0,-16,L,VIC
177,1899,R12,reg_season,Collingwood,43,Carlton,27,Victoria Park,CO,CA,16,1,16,W,VIC
178,1899,R12,reg_season,Geelong,43,Essendon,67,East Melbourne,GE,ES,24,0,-24,L,VIC
178,1899,R12,reg_season,Essendon,67,Geelong,43,East Melbourne,ES,GE,24,1,24,W,VIC
179,1899,R12,reg_season,Melbourne,33,Fitzroy,41,Brunswick St,ME,FI,8,0,-8,L,VIC
179,1899,R12,reg_season,Fitzroy,41,Melbourne,33,Brunswick St,FI,ME,8,1,8,W,VIC
180,1899,R12,reg_season,St Kilda,24,South Melbourne,57,Lake Oval,SK,SM,33,0,-33,L,VIC
180,1899,R12,reg_season,South Melbourne,57,St Kilda,24,Lake Oval,SM,SK,33,1,33,W,VIC
181,1899,R13,reg_season,Carlton,47,St Kilda,8,Princes Park,CA,SK,39,1,39,W,VIC
181,1899,R13,reg_season,St Kilda,8,Carlton,47,Princes Park,SK,CA,39,0,-39,L,VIC
182,1899,R13,reg_season,Fitzroy,25,Collingwood,37,Brunswick St,FI,CO,-12,1,-12,L,VIC
182,1899,R13,reg_season,Collingwood,37,Fitzroy,25,Brunswick St,CO,FI,-12,0,12,W,VIC
183,1899,R13,reg_season,Melbourne,25,Essendon,38,M.C.G.,ME,ES,-13,1,-13,L,VIC
183,1899,R13,reg_season,Essendon,38,Melbourne,25,M.C.G.,ES,ME,-13,0,13,W,VIC
184,1899,R13,reg_season,Geelong,54,South Melbourne,27,Corio Oval,GE,SM,27,1,27,W,VIC
184,1899,R13,reg_season,South Melbourne,27,Geelong,54,Corio Oval,SM,GE,27,0,-27,L,VIC
185,1899,R14,reg_season,Carlton,16,Fitzroy,39,Princes Park,CA,FI,-23,1,-23,L,VIC
185,1899,R14,reg_season,Fitzroy,39,Carlton,16,Princes Park,FI,CA,-23,0,23,W,VIC
186,1899,R14,reg_season,Essendon,31,Collingwood,53,East Melbourne,ES,CO,-22,1,-22,L,VIC
186,1899,R14,reg_season,Collingwood,53,Essendon,31,East Melbourne,CO,ES,-22,0,22,W,VIC
187,1899,R14,reg_season,Geelong,119,St Kilda,2,Corio Oval,GE,SK,117,1,117,W,VIC
187,1899,R14,reg_season,St Kilda,2,Geelong,119,Corio Oval,SK,GE,117,0,-117,L,VIC
188,1899,R14,reg_season,South Melbourne,49,Melbourne,42,Lake Oval,SM,ME,7,1,7,W,VIC
188,1899,R14,reg_season,Melbourne,42,South Melbourne,49,Lake Oval,ME,SM,7,0,-7,L,VIC
189,1899,R15,reg_season,Fitzroy,41,Carlton,40,Brunswick St,FI,CA,1,1,1,W,VIC
189,1899,R15,reg_season,Carlton,40,Fitzroy,41,Brunswick St,CA,FI,1,0,-1,L,VIC
190,1899,R15,reg_season,Collingwood,45,Melbourne,25,Lake Oval,CO,ME,-20,0,20,W,VIC
190,1899,R15,reg_season,Melbourne,25,Collingwood,45,Lake Oval,ME,CO,-20,1,-20,L,VIC
191,1899,R15,reg_season,St Kilda,22,Essendon,120,East Melbourne,SK,ES,98,0,-98,L,VIC
191,1899,R15,reg_season,Essendon,120,St Kilda,22,East Melbourne,ES,SK,98,1,98,W,VIC
192,1899,R15,reg_season,South Melbourne,41,Geelong,38,Corio Oval,SM,GE,-3,0,3,W,VIC
192,1899,R15,reg_season,Geelong,38,South Melbourne,41,Corio Oval,GE,SM,-3,1,-3,L,VIC
193,1899,R16,reg_season,Carlton,17,Collingwood,38,Victoria Park,CA,CO,21,0,-21,L,VIC
193,1899,R16,reg_season,Collingwood,38,Carlton,17,Victoria Park,CO,CA,21,1,21,W,VIC
194,1899,R16,reg_season,Geelong,47,Essendon,39,East Melbourne,GE,ES,-8,0,8,W,VIC
194,1899,R16,reg_season,Essendon,39,Geelong,47,East Melbourne,ES,GE,-8,1,-8,L,VIC
195,1899,R16,reg_season,Fitzroy,40,Melbourne,2,Brunswick St,FI,ME,38,1,38,W,VIC
195,1899,R16,reg_season,Melbourne,2,Fitzroy,40,Brunswick St,ME,FI,38,0,-38,L,VIC
196,1899,R16,reg_season,St Kilda,12,South Melbourne,82,Junction Oval,SK,SM,-70,1,-70,L,VIC
196,1899,R16,reg_season,South Melbourne,82,St Kilda,12,Junction Oval,SM,SK,-70,0,70,W,VIC
197,1899,R17,reg_season,Carlton,41,Melbourne,16,Princes Park,CA,ME,25,1,25,W,VIC
197,1899,R17,reg_season,Melbourne,16,Carlton,41,Princes Park,ME,CA,25,0,-25,L,VIC
198,1899,R17,reg_season,Fitzroy,45,Collingwood,31,Victoria Park,FI,CO,-14,0,14,W,VIC
198,1899,R17,reg_season,Collingwood,31,Fitzroy,45,Victoria Park,CO,FI,-14,1,-14,L,VIC
199,1899,R17,reg_season,Essendon,13,South Melbourne,28,Lake Oval,ES,SM,15,0,-15,L,VIC
199,1899,R17,reg_season,South Melbourne,28,Essendon,13,Lake Oval,SM,ES,15,1,15,W,VIC
200,1899,R17,reg_season,St Kilda,1,Geelong,162,Corio Oval,SK,GE,161,0,-161,L,VIC
200,1899,R17,reg_season,Geelong,162,St Kilda,1,Corio Oval,GE,SK,161,1,161,W,VIC
201,1899,GF,final,Fitzroy,27,South Melbourne,26,Junction Oval,FI,SM,1,1,1,W,VIC
201,1899,GF,final,South Melbourne,26,Fitzroy,27,Junction Oval,SM,FI,1,0,-1,L,VIC
202,1900,R1,reg_season,Geelong,35,Carlton,18,Princes Park,GE,CA,-17,0,17,W,VIC
202,1900,R1,reg_season,Carlton,18,Geelong,35,Princes Park,CA,GE,-17,1,-17,L,VIC
203,1900,R1,reg_season,Collingwood,67,Fitzroy,46,Victoria Park,CO,FI,21,1,21,W,VIC
203,1900,R1,reg_season,Fitzroy,46,Collingwood,67,Victoria Park,FI,CO,21,0,-21,L,VIC
204,1900,R1,reg_season,South Melbourne,26,Essendon,82,East Melbourne,SM,ES,56,0,-56,L,VIC
204,1900,R1,reg_season,Essendon,82,South Melbourne,26,East Melbourne,ES,SM,56,1,56,W,VIC
205,1900,R1,reg_season,St Kilda,68,Melbourne,67,Junction Oval,SK,ME,1,1,1,W,VIC
205,1900,R1,reg_season,Melbourne,67,St Kilda,68,Junction Oval,ME,SK,1,0,-1,L,VIC
206,1900,R2,reg_season,Fitzroy,34,Carlton,10,Brunswick St,FI,CA,24,1,24,W,VIC
206,1900,R2,reg_season,Carlton,10,Fitzroy,34,Brunswick St,CA,FI,24,0,-24,L,VIC
207,1900,R2,reg_season,Geelong,57,Collingwood,35,Corio Oval,GE,CO,22,1,22,W,VIC
207,1900,R2,reg_season,Collingwood,35,Geelong,57,Corio Oval,CO,GE,22,0,-22,L,VIC
208,1900,R2,reg_season,Melbourne,34,Essendon,18,M.C.G.,ME,ES,16,1,16,W,VIC
208,1900,R2,reg_season,Essendon,18,Melbourne,34,M.C.G.,ES,ME,16,0,-16,L,VIC
209,1900,R2,reg_season,South Melbourne,57,St Kilda,25,Lake Oval,SM,SK,32,1,32,W,VIC
209,1900,R2,reg_season,St Kilda,25,South Melbourne,57,Lake Oval,SK,SM,32,0,-32,L,VIC
210,1900,R4,reg_season,Collingwood,16,Essendon,85,East Melbourne,CO,ES,69,0,-69,L,VIC
210,1900,R4,reg_season,Essendon,85,Collingwood,16,East Melbourne,ES,CO,69,1,69,W,VIC
211,1900,R4,reg_season,St Kilda,18,Carlton,27,Junction Oval,SK,CA,-9,1,-9,L,VIC
211,1900,R4,reg_season,Carlton,27,St Kilda,18,Junction Oval,CA,SK,-9,0,9,W,VIC
212,1900,R4,reg_season,South Melbourne,22,Fitzroy,55,Brunswick St,SM,FI,33,0,-33,L,VIC
212,1900,R4,reg_season,Fitzroy,55,South Melbourne,22,Brunswick St,FI,SM,33,1,33,W,VIC
213,1900,R4,reg_season,Geelong,81,Melbourne,15,Corio Oval,GE,ME,66,1,66,W,VIC
213,1900,R4,reg_season,Melbourne,15,Geelong,81,Corio Oval,ME,GE,66,0,-66,L,VIC
214,1900,R5,reg_season,Carlton,18,Essendon,23,Princes Park,CA,ES,-5,1,-5,L,VIC
214,1900,R5,reg_season,Essendon,23,Carlton,18,Princes Park,ES,CA,-5,0,5,W,VIC
215,1900,R5,reg_season,St Kilda,19,Collingwood,65,Victoria Park,SK,CO,46,0,-46,L,VIC
215,1900,R5,reg_season,Collingwood,65,St Kilda,19,Victoria Park,CO,SK,46,1,46,W,VIC
216,1900,R5,reg_season,Melbourne,27,Fitzroy,66,M.C.G.,ME,FI,-39,1,-39,L,VIC
216,1900,R5,reg_season,Fitzroy,66,Melbourne,27,M.C.G.,FI,ME,-39,0,39,W,VIC
217,1900,R5,reg_season,South Melbourne,37,Geelong,23,Lake Oval,SM,GE,14,1,14,W,VIC
217,1900,R5,reg_season,Geelong,23,South Melbourne,37,Lake Oval,GE,SM,14,0,-14,L,VIC
218,1900,R6,reg_season,Collingwood,9,Carlton,25,Princes Park,CO,CA,16,0,-16,L,VIC
218,1900,R6,reg_season,Carlton,25,Collingwood,9,Princes Park,CA,CO,16,1,16,W,VIC
219,1900,R6,reg_season,Essendon,29,St Kilda,18,Junction Oval,ES,SK,-11,0,11,W,VIC
219,1900,R6,reg_season,St Kilda,18,Essendon,29,Junction Oval,SK,ES,-11,1,-11,L,VIC
220,1900,R6,reg_season,Fitzroy,46,Geelong,12,Brunswick St,FI,GE,34,1,34,W,VIC
220,1900,R6,reg_season,Geelong,12,Fitzroy,46,Brunswick St,GE,FI,34,0,-34,L,VIC
221,1900,R6,reg_season,Melbourne,41,South Melbourne,44,Lake Oval,ME,SM,3,0,-3,L,VIC
221,1900,R6,reg_season,South Melbourne,44,Melbourne,41,Lake Oval,SM,ME,3,1,3,W,VIC
222,1900,R7,reg_season,South Melbourne,30,Carlton,18,Lake Oval,SM,CA,12,1,12,W,VIC
222,1900,R7,reg_season,Carlton,18,South Melbourne,30,Lake Oval,CA,SM,12,0,-12,L,VIC
223,1900,R7,reg_season,Collingwood,37,Melbourne,66,M.C.G.,CO,ME,29,0,-29,L,VIC
223,1900,R7,reg_season,Melbourne,66,Collingwood,37,M.C.G.,ME,CO,29,1,29,W,VIC
224,1900,R7,reg_season,Geelong,53,Essendon,31,Corio Oval,GE,ES,22,1,22,W,VIC
224,1900,R7,reg_season,Essendon,31,Geelong,53,Corio Oval,ES,GE,22,0,-22,L,VIC
225,1900,R7,reg_season,Fitzroy,116,St Kilda,17,Brunswick St,FI,SK,99,1,99,W,VIC
225,1900,R7,reg_season,St Kilda,17,Fitzroy,116,Brunswick St,SK,FI,99,0,-99,L,VIC
226,1900,R8,reg_season,Geelong,39,Carlton,31,Corio Oval,GE,CA,8,1,8,W,VIC
226,1900,R8,reg_season,Carlton,31,Geelong,39,Corio Oval,CA,GE,8,0,-8,L,VIC
227,1900,R8,reg_season,Collingwood,20,Fitzroy,42,Brunswick St,CO,FI,22,0,-22,L,VIC
227,1900,R8,reg_season,Fitzroy,42,Collingwood,20,Brunswick St,FI,CO,22,1,22,W,VIC
228,1900,R8,reg_season,Essendon,10,South Melbourne,38,Lake Oval,ES,SM,28,0,-28,L,VIC
228,1900,R8,reg_season,South Melbourne,38,Essendon,10,Lake Oval,SM,ES,28,1,28,W,VIC
229,1900,R8,reg_season,Melbourne,108,St Kilda,29,M.C.G.,ME,SK,79,1,79,W,VIC
229,1900,R8,reg_season,St Kilda,29,Melbourne,108,M.C.G.,SK,ME,79,0,-79,L,VIC
230,1900,R9,reg_season,Carlton,15,Fitzroy,53,Princes Park,CA,FI,-38,1,-38,L,VIC
230,1900,R9,reg_season,Fitzroy,53,Carlton,15,Princes Park,FI,CA,-38,0,38,W,VIC
231,1900,R9,reg_season,Collingwood,42,Geelong,23,Victoria Park,CO,GE,19,1,19,W,VIC
231,1900,R9,reg_season,Geelong,23,Collingwood,42,Victoria Park,GE,CO,19,0,-19,L,VIC
232,1900,R9,reg_season,Melbourne,44,Essendon,18,East Melbourne,ME,ES,-26,0,26,W,VIC
232,1900,R9,reg_season,Essendon,18,Melbourne,44,East Melbourne,ES,ME,-26,1,-26,L,VIC
233,1900,R9,reg_season,St Kilda,11,South Melbourne,52,Junction Oval,SK,SM,-41,1,-41,L,VIC
233,1900,R9,reg_season,South Melbourne,52,St Kilda,11,Junction Oval,SM,SK,-41,0,41,W,VIC
234,1900,R10,reg_season,Melbourne,68,Carlton,33,M.C.G.,ME,CA,35,1,35,W,VIC
234,1900,R10,reg_season,Carlton,33,Melbourne,68,M.C.G.,CA,ME,35,0,-35,L,VIC
235,1900,R10,reg_season,South Melbourne,26,Collingwood,24,Lake Oval,SM,CO,2,1,2,W,VIC
235,1900,R10,reg_season,Collingwood,24,South Melbourne,26,Lake Oval,CO,SM,2,0,-2,L,VIC
236,1900,R10,reg_season,Essendon,40,Fitzroy,54,Brunswick St,ES,FI,14,0,-14,L,VIC
236,1900,R10,reg_season,Fitzroy,54,Essendon,40,Brunswick St,FI,ES,14,1,14,W,VIC
237,1900,R10,reg_season,St Kilda,28,Geelong,86,Corio Oval,SK,GE,58,0,-58,L,VIC
237,1900,R10,reg_season,Geelong,86,St Kilda,28,Corio Oval,GE,SK,58,1,58,W,VIC
238,1900,R11,reg_season,St Kilda,28,Carlton,49,Princes Park,SK,CA,21,0,-21,L,VIC
238,1900,R11,reg_season,Carlton,49,St Kilda,28,Princes Park,CA,SK,21,1,21,W,VIC
239,1900,R11,reg_season,Essendon,29,Collingwood,50,Victoria Park,ES,CO,21,0,-21,L,VIC
239,1900,R11,reg_season,Collingwood,50,Essendon,29,Victoria Park,CO,ES,21,1,21,W,VIC
240,1900,R11,reg_season,Fitzroy,39,South Melbourne,33,Lake Oval,FI,SM,-6,0,6,W,VIC
240,1900,R11,reg_season,South Melbourne,33,Fitzroy,39,Lake Oval,SM,FI,-6,1,-6,L,VIC
241,1900,R11,reg_season,Geelong,29,Melbourne,40,M.C.G.,GE,ME,11,0,-11,L,VIC
241,1900,R11,reg_season,Melbourne,40,Geelong,29,M.C.G.,ME,GE,11,1,11,W,VIC
242,1900,R12,reg_season,Essendon,84,Carlton,35,East Melbourne,ES,CA,49,1,49,W,VIC
242,1900,R12,reg_season,Carlton,35,Essendon,84,East Melbourne,CA,ES,49,0,-49,L,VIC
243,1900,R12,reg_season,St Kilda,23,Collingwood,48,Junction Oval,SK,CO,-25,1,-25,L,VIC
243,1900,R12,reg_season,Collingwood,48,St Kilda,23,Junction Oval,CO,SK,-25,0,25,W,VIC
244,1900,R12,reg_season,Fitzroy,57,Melbourne,32,Brunswick St,FI,ME,25,1,25,W,VIC
244,1900,R12,reg_season,Melbourne,32,Fitzroy,57,Brunswick St,ME,FI,25,0,-25,L,VIC
245,1900,R12,reg_season,South Melbourne,24,Geelong,70,Corio Oval,SM,GE,46,0,-46,L,VIC
245,1900,R12,reg_season,Geelong,70,South Melbourne,24,Corio Oval,GE,SM,46,1,46,W,VIC
246,1900,R13,reg_season,Collingwood,96,Carlton,28,Victoria Park,CO,CA,68,1,68,W,VIC
246,1900,R13,reg_season,Carlton,28,Collingwood,96,Victoria Park,CA,CO,68,0,-68,L,VIC
247,1900,R13,reg_season,Essendon,117,St Kilda,25,East Melbourne,ES,SK,92,1,92,W,VIC
247,1900,R13,reg_season,St Kilda,25,Essendon,117,East Melbourne,SK,ES,92,0,-92,L,VIC
248,1900,R13,reg_season,Fitzroy,12,Geelong,57,Corio Oval,FI,GE,45,0,-45,L,VIC
248,1900,R13,reg_season,Geelong,57,Fitzroy,12,Corio Oval,GE,FI,45,1,45,W,VIC
249,1900,R13,reg_season,Melbourne,44,South Melbourne,48,M.C.G.,ME,SM,-4,1,-4,L,VIC
249,1900,R13,reg_season,South Melbourne,48,Melbourne,44,M.C.G.,SM,ME,-4,0,4,W,VIC
250,1900,R14,reg_season,Carlton,45,South Melbourne,19,Princes Park,CA,SM,26,1,26,W,VIC
250,1900,R14,reg_season,South Melbourne,19,Carlton,45,Princes Park,SM,CA,26,0,-26,L,VIC
251,1900,R14,reg_season,Collingwood,73,Melbourne,46,Victoria Park,CO,ME,27,1,27,W,VIC
251,1900,R14,reg_season,Melbourne,46,Collingwood,73,Victoria Park,ME,CO,27,0,-27,L,VIC
252,1900,R14,reg_season,Essendon,67,Geelong,47,East Melbourne,ES,GE,20,1,20,W,VIC
252,1900,R14,reg_season,Geelong,47,Essendon,67,East Melbourne,GE,ES,20,0,-20,L,VIC
253,1900,R14,reg_season,Fitzroy,82,St Kilda,49,Junction Oval,FI,SK,-33,0,33,W,VIC
253,1900,R14,reg_season,St Kilda,49,Fitzroy,82,Junction Oval,SK,FI,-33,1,-33,L,VIC
254,1900,R3,reg_season,Melbourne,22,Carlton,42,Princes Park,ME,CA,20,0,-20,L,VIC
254,1900,R3,reg_season,Carlton,42,Melbourne,22,Princes Park,CA,ME,20,1,20,W,VIC
255,1900,R3,reg_season,Collingwood,45,South Melbourne,25,Victoria Park,CO,SM,20,1,20,W,VIC
255,1900,R3,reg_season,South Melbourne,25,Collingwood,45,Victoria Park,SM,CO,20,0,-20,L,VIC
